age,gender,policy_type,premium_amount,sales_channel,tenure_months,is_churned,total_claim_amount,total_claim_amount_settled,avg_settlement_time,num_claims,is_rejected,has_claim,claim_freq,monthly_premium,age_policy,tenure_claim,settlement_ratio,profitability,suspicious,fast_settlement,delay_risk,rejection_ratio,claim_to_premium,claim_severity
73,Male,Property,209.17,Direct,56,0,730.27,0.0,24.0,1.0,1.0,1,0.017857142857142856,3.735178571428571,15269.41,56.0,0.0,209.17,1,0,24.0,1.0,3.491275039441603,730.27
42,Female,Motor,2129.5,Online,119,1,2375.82,1700.1,12.5,2.0,0.0,1,0.01680672268907563,17.894957983193276,89439.0,238.0,0.7155845139783316,429.4000000000001,0,0,25.0,0.0,1.115670345151444,1187.91
20,Female,Motor,2286.96,Bank,42,1,2778.71,1849.77,27.0,1.0,0.0,1,0.023809523809523808,54.45142857142857,45739.2,42.0,0.6656937931630145,437.19000000000005,0,0,27.0,0.0,1.2150234372267115,2778.71
49,Male,Motor,2069.51,Bank,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,517.3775,101405.99,0.0,0.0,2069.51,0,1,0.0,0.0,0.0,0.0
20,Male,Motor,407.08,Bank,103,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.952233009708738,8141.599999999999,0.0,0.0,407.08,0,1,0.0,0.0,0.0,0.0
44,Female,Property,2495.0,Broker,11,0,0.0,0.0,0.0,0.0,0.0,0,0.0,226.8181818181818,109780.0,0.0,0.0,2495.0,0,1,0.0,0.0,0.0,0.0
46,Male,Motor,720.6,Broker,24,0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.025000000000002,33147.6,0.0,0.0,720.6,0,1,0.0,0.0,0.0,0.0
49,Male,Motor,1838.09,Online,118,0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.577033898305084,90066.40999999999,0.0,0.0,1838.09,0,1,0.0,0.0,0.0,0.0
67,Female,Motor,2279.28,Broker,86,0,833.15,691.67,1.0,1.0,0.0,1,0.011627906976744186,26.50325581395349,152711.76,86.0,0.8301866410610333,1587.6100000000001,0,1,1.0,0.0,0.3655320978554631,833.15
75,Female,Property,665.65,Bank,67,0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.93507462686567,49923.75,0.0,0.0,665.65,0,1,0.0,0.0,0.0,0.0
68,Male,Health,2279.82,Online,37,0,1409.27,1354.54,21.0,1.0,0.0,1,0.02702702702702703,61.616756756756764,155027.76,37.0,0.9611642907320811,925.2800000000002,0,0,21.0,0.0,0.618149678483389,1409.27
36,Male,Motor,842.76,Bank,2,0,2824.43,0.0,1.0,1.0,0.0,1,0.5,421.38,30339.36,2.0,0.0,842.76,0,1,1.0,0.0,3.3514049076842753,2824.43
38,Male,Motor,2443.39,Broker,12,0,0.0,0.0,0.0,0.0,0.0,0,0.0,203.6158333333333,92848.81999999999,0.0,0.0,2443.39,0,1,0.0,0.0,0.0,0.0
22,Female,Property,775.02,Direct,21,0,0.0,0.0,0.0,0.0,0.0,0,0.0,36.90571428571428,17050.44,0.0,0.0,775.02,0,1,0.0,0.0,0.0,0.0
35,Male,Property,2388.25,Online,69,0,3321.42,0.0,1.0,1.0,0.0,1,0.014492753623188406,34.61231884057971,83588.75,69.0,0.0,2388.25,0,1,1.0,0.0,1.3907338009002408,3321.42
45,Male,Motor,228.51,Broker,71,0,3466.96,3295.9,43.0,1.0,0.0,1,0.014084507042253521,3.218450704225352,10282.949999999999,71.0,0.9506599441585712,-3067.3900000000003,1,0,43.0,0.0,15.172027482385891,3466.96
59,Female,Motor,1802.25,Online,64,1,2066.27,1722.67,23.0,1.0,0.0,1,0.015625,28.16015625,106332.75,64.0,0.8337100185358158,79.57999999999993,0,0,23.0,0.0,1.1464946594534609,2066.27
39,Female,Motor,1377.07,Direct,68,0,5135.15,3224.36,29.5,2.0,1.0,1,0.029411764705882353,20.251029411764705,53705.729999999996,136.0,0.6278998666056493,-1847.2900000000002,1,0,59.0,0.5,3.72904064426645,2567.575
38,Male,Motor,1246.9,Direct,43,0,0.0,0.0,0.0,0.0,0.0,0,0.0,28.997674418604653,47382.200000000004,0.0,0.0,1246.9,0,1,0.0,0.0,0.0,0.0
23,Female,Health,636.39,Direct,54,0,4960.03,4147.38,44.0,1.0,0.0,1,0.018518518518518517,11.785,14636.97,54.0,0.8361602651596866,-3510.9900000000002,1,0,44.0,0.0,7.794009962444413,4960.03
18,Female,Property,1793.43,Broker,105,1,4989.17,0.0,31.0,1.0,1.0,1,0.009523809523809525,17.080285714285715,32281.74,105.0,0.0,1793.43,1,0,31.0,1.0,2.7819151012306027,4989.17
22,Male,Health,557.94,Online,100,0,2004.97,0.0,38.0,1.0,1.0,1,0.01,5.579400000000001,12274.68,100.0,0.0,557.94,1,0,38.0,1.0,3.5935226009965224,2004.97
58,Female,Property,1426.82,Direct,62,0,13419.26,0.0,75.0,1.0,1.0,1,0.016129032258064516,23.01322580645161,82755.56,62.0,0.0,1426.82,1,0,75.0,1.0,9.405012545380638,13419.26
29,Female,Motor,707.79,Broker,86,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.230116279069767,20525.91,0.0,0.0,707.79,0,1,0.0,0.0,0.0,0.0
43,Male,Health,2393.49,Direct,93,0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.736451612903224,102920.06999999999,0.0,0.0,2393.49,0,1,0.0,0.0,0.0,0.0
63,Female,Health,168.71,Broker,73,1,2287.98,1848.12,13.0,1.0,0.0,1,0.0136986301369863,2.311095890410959,10628.730000000001,73.0,0.8077518160123777,-1679.4099999999999,0,0,13.0,0.0,13.561614604943394,2287.98
51,Male,Motor,579.35,Direct,90,0,15298.02,4915.25,24.333333333333332,3.0,1.0,1,0.03333333333333333,6.437222222222222,29546.850000000002,270.0,0.32129974990227494,-4335.9,1,0,73.0,0.3333333333333333,26.40548890998533,5099.34
66,Male,Motor,681.55,Broker,12,0,5406.7,1254.84,11.0,2.0,1.0,1,0.16666666666666666,56.79583333333333,44982.299999999996,24.0,0.23208981448942978,-573.29,0,0,22.0,0.5,7.932946959137261,2703.35
31,Female,Health,1093.76,Online,112,0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.765714285714285,33906.56,0.0,0.0,1093.76,0,1,0.0,0.0,0.0,0.0
43,Female,Motor,658.55,Online,1,0,928.02,808.47,30.0,1.0,0.0,1,1.0,658.55,28317.649999999998,1.0,0.8711773453158338,-149.92000000000007,0,0,30.0,0.0,1.4091868498975022,928.02
62,Female,Motor,1279.24,Online,72,0,3703.83,0.0,31.0,1.0,1.0,1,0.013888888888888888,17.767222222222223,79312.88,72.0,0.0,1279.24,1,0,31.0,1.0,2.8953362934242204,3703.83
44,Male,Health,2193.92,Bank,33,0,7262.86,2075.51,17.666666666666668,3.0,0.0,1,0.09090909090909091,66.48242424242424,96532.48000000001,99.0,0.2857703439141055,118.40999999999985,0,0,53.0,0.0,3.310448876896149,2420.9533333333334
26,Female,Property,1808.95,Direct,64,0,2015.63,1243.2,31.0,1.0,0.0,1,0.015625,28.26484375,47032.700000000004,64.0,0.616779865352272,565.75,0,0,31.0,0.0,1.114254125321319,2015.63
43,Male,Health,1491.91,Online,116,0,562.65,0.0,20.0,1.0,1.0,1,0.008620689655172414,12.861293103448277,64152.130000000005,116.0,0.0,1491.91,0,0,20.0,1.0,0.3771340094241609,562.65
74,Female,Property,313.61,Bank,115,0,3207.34,0.0,9.0,1.0,0.0,1,0.008695652173913044,2.7270434782608697,23207.14,115.0,0.0,313.61,0,0,9.0,0.0,10.227161123688658,3207.34
64,Female,Motor,1765.58,Direct,68,1,0.0,0.0,0.0,0.0,0.0,0,0.0,25.964411764705883,112997.12,0.0,0.0,1765.58,0,1,0.0,0.0,0.0,0.0
74,Female,Health,499.39,Online,14,0,415.84,0.0,2.0,1.0,0.0,1,0.07142857142857142,35.67071428571428,36954.86,14.0,0.0,499.39,0,1,2.0,0.0,0.8326958889845612,415.84
39,Male,Health,1987.28,Direct,119,0,1695.57,0.0,23.0,1.0,0.0,1,0.008403361344537815,16.699831932773108,77503.92,119.0,0.0,1987.28,0,0,23.0,0.0,0.853211424660843,1695.57
64,Female,Property,700.14,Direct,93,0,5746.889999999999,4155.09,25.0,2.0,0.0,1,0.021505376344086023,7.5283870967741935,44808.96,186.0,0.7230154048537558,-3454.9500000000003,1,0,50.0,0.0,8.208201216899477,2873.4449999999997
73,Female,Motor,1100.92,Online,14,0,10638.87,7956.099999999999,20.666666666666668,3.0,0.0,1,0.21428571428571427,78.63714285714286,80367.16,42.0,0.7478331815314971,-6855.179999999999,1,0,62.0,0.0,9.663617701558696,3546.2900000000004
47,Male,Health,941.13,Broker,9,1,2277.47,1898.66,26.0,1.0,0.0,1,0.1111111111111111,104.57,44233.11,9.0,0.8336706959916048,-957.5300000000001,1,0,26.0,0.0,2.4199313591108558,2277.47
60,Male,Health,2161.15,Direct,73,0,7245.63,394.33,35.0,2.0,1.0,1,0.0273972602739726,29.604794520547948,129669.0,146.0,0.05442314884972045,1766.8200000000002,1,0,70.0,0.5,3.3526733452097264,3622.815
65,Female,Motor,403.71,Broker,26,0,4036.48,3389.3,10.0,1.0,0.0,1,0.038461538461538464,15.52730769230769,26241.149999999998,26.0,0.8396672348184557,-2985.59,0,0,10.0,0.0,9.998464244135642,4036.48
34,Female,Motor,1457.55,Direct,49,0,2888.92,0.0,44.0,1.0,1.0,1,0.02040816326530612,29.74591836734694,49556.7,49.0,0.0,1457.55,0,0,44.0,1.0,1.98203835202909,2888.92
43,Female,Motor,440.95,Broker,111,0,6102.85,4256.65,38.666666666666664,3.0,0.0,1,0.02702702702702703,3.9725225225225222,18960.85,333.0,0.6974856009897015,-3815.7,1,0,116.0,0.0,13.840231318743623,2034.2833333333335
53,Male,Motor,1791.51,Online,106,0,1650.39,1546.94,6.0,1.0,0.0,1,0.009433962264150943,16.901037735849055,94950.03,106.0,0.9373178460848648,244.56999999999994,0,1,6.0,0.0,0.9212284609072794,1650.39
18,Male,Property,2272.19,Online,17,1,0.0,0.0,0.0,0.0,0.0,0,0.0,133.65823529411765,40899.42,0.0,0.0,2272.19,0,1,0.0,0.0,0.0,0.0
25,Male,Motor,1143.06,Online,105,1,0.0,0.0,0.0,0.0,0.0,0,0.0,10.886285714285714,28576.5,0.0,0.0,1143.06,0,1,0.0,0.0,0.0,0.0
66,Male,Motor,1271.42,Direct,68,0,2114.62,0.0,36.0,1.0,1.0,1,0.014705882352941176,18.697352941176472,83913.72,68.0,0.0,1271.42,0,0,36.0,1.0,1.6631954822167339,2114.62
52,Female,Health,2325.81,Bank,60,0,3186.83,2801.8500000000004,27.0,2.0,0.0,1,0.03333333333333333,38.7635,120942.12,120.0,0.8791965683767256,-476.0400000000004,0,0,54.0,0.0,1.3702022091228432,1593.415
69,Male,Motor,1350.38,Online,110,0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.276181818181819,93176.22,0.0,0.0,1350.38,0,1,0.0,0.0,0.0,0.0
32,Male,Health,1270.24,Direct,3,0,7893.950000000001,5563.21,25.5,2.0,0.0,1,0.6666666666666666,423.41333333333336,40647.68,6.0,0.7047435061027748,-4292.97,1,0,51.0,0.0,6.214534261241971,3946.9750000000004
64,Male,Motor,1487.99,Bank,93,0,2624.74,2300.13,34.0,2.0,0.0,1,0.021505376344086023,15.99989247311828,95231.36,186.0,0.8763267980828578,-812.1400000000001,0,0,68.0,0.0,1.7639500265458772,1312.37
73,Female,Property,1754.15,Online,25,1,0.0,0.0,0.0,0.0,0.0,0,0.0,70.166,128052.95000000001,0.0,0.0,1754.15,0,1,0.0,0.0,0.0,0.0
39,Female,Property,356.52,Online,21,1,8337.9,3709.1,17.5,2.0,1.0,1,0.09523809523809523,16.977142857142855,13904.279999999999,42.0,0.4448482231737008,-3352.58,0,0,35.0,0.5,23.386906765398855,4168.95
31,Male,Property,2070.67,Broker,12,0,3428.51,352.46,17.0,2.0,1.0,1,0.16666666666666666,172.55583333333334,64190.770000000004,24.0,0.10280267521459759,1718.21,0,0,34.0,0.5,1.6557491053620326,1714.255
43,Male,Motor,1145.21,Direct,54,0,7628.31,6287.43,27.0,2.0,0.0,1,0.037037037037037035,21.207592592592594,49244.03,108.0,0.8242231896711067,-5142.22,1,0,54.0,0.0,6.6610577972598914,3814.155
45,Female,Health,273.64,Bank,1,1,2602.12,1209.76,33.5,2.0,0.0,1,2.0,273.64,12313.8,2.0,0.4649132246014788,-936.12,1,0,67.0,0.0,9.50928226867417,1301.06
40,Female,Motor,1986.84,Online,1,0,702.11,588.95,27.0,1.0,0.0,1,1.0,1986.84,79473.59999999999,1.0,0.8388286735696686,1397.8899999999999,0,0,27.0,0.0,0.35338024199230944,702.11
31,Female,Motor,1004.68,Online,45,0,0.0,0.0,0.0,0.0,0.0,0,0.0,22.32622222222222,31145.079999999998,0.0,0.0,1004.68,0,1,0.0,0.0,0.0,0.0
41,Female,Motor,340.88,Online,46,0,1986.59,1946.58,23.0,1.0,0.0,1,0.021739130434782608,7.410434782608696,13976.08,46.0,0.9798599610387649,-1605.6999999999998,1,0,23.0,0.0,5.827827974653837,1986.59
19,Female,Health,1621.07,Bank,48,1,3940.9,2617.55,8.0,1.0,0.0,1,0.020833333333333332,33.77229166666667,30800.329999999998,48.0,0.664201070821386,-996.4800000000002,0,0,8.0,0.0,2.431048628375086,3940.9
62,Female,Health,2212.32,Broker,7,0,2118.08,1601.08,31.0,1.0,0.0,1,0.14285714285714285,316.0457142857143,137163.84,7.0,0.7559110137483004,611.2400000000002,0,0,31.0,0.0,0.9574021841324943,2118.08
43,Female,Health,2230.61,Online,10,1,1771.15,1308.2,27.0,1.0,0.0,1,0.1,223.061,95916.23000000001,10.0,0.7386161533466956,922.4100000000001,0,0,27.0,0.0,0.7940204697369778,1771.15
31,Female,Motor,2398.39,Broker,15,0,4994.26,3667.15,22.0,1.0,0.0,1,0.06666666666666667,159.89266666666666,74350.09,15.0,0.7342729453412518,-1268.7600000000002,1,0,22.0,0.0,2.0823385687898965,4994.26
73,Male,Motor,2182.49,Online,40,0,2238.22,1597.54,17.0,1.0,0.0,1,0.025,54.56224999999999,159321.77,40.0,0.7137546800582606,584.9499999999998,0,0,17.0,0.0,1.0255350539979564,2238.22
68,Male,Health,105.14,Online,11,1,792.27,0.0,10.0,1.0,1.0,1,0.09090909090909091,9.558181818181819,7149.52,11.0,0.0,105.14,0,0,10.0,1.0,7.535381396233593,792.27
24,Male,Motor,1012.58,Broker,56,1,4670.62,3823.66,38.0,2.0,0.0,1,0.03571428571428571,18.081785714285715,24301.920000000002,112.0,0.8186621904586543,-2811.08,1,0,76.0,0.0,4.612593572853503,2335.31
20,Male,Health,2064.5,Online,46,0,7100.42,3046.29,13.333333333333334,3.0,1.0,1,0.06521739130434782,44.880434782608695,41290.0,138.0,0.4290295503646263,-981.79,0,0,40.0,0.3333333333333333,3.4392928069750544,2366.806666666667
64,Male,Motor,979.01,Direct,45,0,0.0,0.0,0.0,0.0,0.0,0,0.0,21.755777777777777,62656.64,0.0,0.0,979.01,0,1,0.0,0.0,0.0,0.0
40,Male,Property,1543.72,Broker,87,0,3212.57,2798.99,8.0,1.0,0.0,1,0.011494252873563218,17.74390804597701,61748.8,87.0,0.8712619491559715,-1255.2699999999998,0,0,8.0,0.0,2.0810574456507656,3212.57
63,Female,Health,1555.16,Direct,13,0,4747.66,4076.75,35.0,2.0,0.0,1,0.15384615384615385,119.62769230769231,97975.08,26.0,0.8586861738203663,-2521.59,1,0,70.0,0.0,3.052843437331207,2373.83
60,Female,Motor,976.06,Broker,27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,36.15037037037037,58563.6,0.0,0.0,976.06,0,1,0.0,0.0,0.0,0.0
64,Male,Motor,2270.74,Direct,105,0,0.0,0.0,0.0,0.0,0.0,0,0.0,21.626095238095235,145327.36,0.0,0.0,2270.74,0,1,0.0,0.0,0.0,0.0
62,Male,Health,1307.75,Direct,81,0,296.69,0.0,22.0,1.0,0.0,1,0.012345679012345678,16.145061728395063,81080.5,81.0,0.0,1307.75,0,0,22.0,0.0,0.22687057923915122,296.69
35,Female,Property,1215.48,Online,50,0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.3096,42541.8,0.0,0.0,1215.48,0,1,0.0,0.0,0.0,0.0
75,Female,Motor,2494.03,Online,61,0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.885737704918036,187052.25000000003,0.0,0.0,2494.03,0,1,0.0,0.0,0.0,0.0
55,Female,Motor,1284.4,Online,115,0,410.6,371.76,18.0,1.0,0.0,1,0.008695652173913044,11.168695652173914,70642.0,115.0,0.9054067218704335,912.6400000000001,0,0,18.0,0.0,0.3196823419495484,410.6
52,Male,Property,528.16,Broker,13,0,5130.79,2925.95,29.0,2.0,1.0,1,0.15384615384615385,40.62769230769231,27464.32,26.0,0.5702728039931472,-2397.79,1,0,58.0,0.5,9.714461526810059,2565.395
68,Female,Health,1331.37,Bank,12,1,0.0,0.0,0.0,0.0,0.0,0,0.0,110.94749999999999,90533.15999999999,0.0,0.0,1331.37,0,1,0.0,0.0,0.0,0.0
32,Male,Motor,2053.64,Online,29,0,1172.99,0.0,10.0,1.0,1.0,1,0.034482758620689655,70.81517241379309,65716.48,29.0,0.0,2053.64,0,0,10.0,1.0,0.5711760581211898,1172.99
42,Male,Health,1964.46,Broker,85,0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.11129411764706,82507.32,0.0,0.0,1964.46,0,1,0.0,0.0,0.0,0.0
72,Female,Motor,1992.6,Bank,84,0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.72142857142857,143467.19999999998,0.0,0.0,1992.6,0,1,0.0,0.0,0.0,0.0
54,Female,Health,1799.26,Broker,20,0,12715.32,362.69,66.0,2.0,1.0,1,0.1,89.963,97160.04,40.0,0.02852385940739203,1436.57,1,0,132.0,0.5,7.066971977368474,6357.66
45,Male,Motor,710.12,Online,31,0,1677.57,0.0,17.0,1.0,1.0,1,0.03225806451612903,22.907096774193548,31955.4,31.0,0.0,710.12,0,0,17.0,1.0,2.3623753731763646,1677.57
27,Female,Property,2169.0,Direct,8,1,0.0,0.0,0.0,0.0,0.0,0,0.0,271.125,58563.0,0.0,0.0,2169.0,0,1,0.0,0.0,0.0,0.0
56,Female,Health,2244.26,Direct,24,0,1114.84,810.1,23.0,1.0,0.0,1,0.041666666666666664,93.51083333333334,125678.56000000001,24.0,0.7266513580424098,1434.1600000000003,0,0,23.0,0.0,0.49675171325960443,1114.84
74,Male,Health,565.97,Bank,75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.546266666666667,41881.78,0.0,0.0,565.97,0,1,0.0,0.0,0.0,0.0
34,Female,Health,413.09,Direct,39,0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.592051282051282,14045.06,0.0,0.0,413.09,0,1,0.0,0.0,0.0,0.0
56,Male,Property,2441.45,Broker,33,0,0.0,0.0,0.0,0.0,0.0,0,0.0,73.98333333333333,136721.19999999998,0.0,0.0,2441.45,0,1,0.0,0.0,0.0,0.0
39,Male,Property,2183.98,Bank,42,0,3677.22,0.0,12.0,1.0,0.0,1,0.023809523809523808,51.99952380952381,85175.22,42.0,0.0,2183.98,0,0,12.0,0.0,1.6837242099286622,3677.22
43,Female,Health,2243.77,Bank,15,0,3757.83,0.0,4.0,1.0,0.0,1,0.06666666666666667,149.58466666666666,96482.11,15.0,0.0,2243.77,0,1,4.0,0.0,1.6747839573574832,3757.83
61,Male,Health,2227.3,Online,68,0,0.0,0.0,0.0,0.0,0.0,0,0.0,32.754411764705885,135865.30000000002,0.0,0.0,2227.3,0,1,0.0,0.0,0.0,0.0
42,Male,Health,1400.05,Direct,65,0,14006.43,2845.55,26.5,2.0,0.0,1,0.03076923076923077,21.53923076923077,58802.1,130.0,0.2031602628221467,-1445.5000000000002,1,0,53.0,0.0,10.004235563015607,7003.215
34,Female,Health,1651.36,Broker,32,0,508.12,422.92,26.0,1.0,0.0,1,0.03125,51.605,56146.24,32.0,0.8323230732897741,1228.4399999999998,0,0,26.0,0.0,0.30769789749055326,508.12
30,Female,Motor,1408.87,Online,11,1,4510.82,3763.9,1.0,1.0,0.0,1,0.09090909090909091,128.0790909090909,42266.1,11.0,0.8344159155098186,-2355.03,0,1,1.0,0.0,3.201729045263225,4510.82
37,Female,Health,222.9,Broker,94,1,5526.32,0.0,24.0,2.0,1.0,1,0.02127659574468085,2.371276595744681,8247.300000000001,188.0,0.0,222.9,1,0,48.0,0.5,24.79282189322566,2763.16
42,Male,Motor,1889.21,Broker,37,0,8073.81,0.0,28.5,2.0,1.0,1,0.05405405405405406,51.05972972972973,79346.82,74.0,0.0,1889.21,1,0,57.0,0.5,4.273643480608297,4036.905
21,Male,Property,1312.8,Online,19,1,3691.01,0.0,15.0,1.0,1.0,1,0.05263157894736842,69.09473684210526,27568.8,19.0,0.0,1312.8,0,0,15.0,1.0,2.8115554539914687,3691.01
27,Female,Motor,1654.5,Broker,51,0,1459.98,0.0,38.0,1.0,0.0,1,0.0196078431372549,32.44117647058823,44671.5,51.0,0.0,1654.5,0,0,38.0,0.0,0.8824297370806891,1459.98
20,Male,Property,1306.34,Broker,100,1,547.46,503.43,14.0,1.0,0.0,1,0.01,13.0634,26126.8,100.0,0.9195740328060497,802.9099999999999,0,0,14.0,0.0,0.41907925961082115,547.46
58,Female,Health,1280.35,Direct,34,0,645.69,459.4,32.0,1.0,0.0,1,0.029411764705882353,37.65735294117647,74260.29999999999,34.0,0.7114869364555746,820.9499999999999,0,0,32.0,0.0,0.5043074159409537,645.69
62,Female,Health,512.29,Broker,71,0,2453.55,1785.34,4.0,1.0,0.0,1,0.014084507042253521,7.215352112676056,31761.979999999996,71.0,0.7276558456114609,-1273.05,0,1,4.0,0.0,4.789377110620938,2453.55
35,Male,Health,768.91,Broker,60,0,13962.16,2922.7,43.0,2.0,1.0,1,0.03333333333333333,12.815166666666666,26911.85,120.0,0.20933007500272163,-2153.79,1,0,86.0,0.5,18.158380044478548,6981.08
64,Female,Motor,481.25,Broker,109,0,1139.27,725.97,18.0,1.0,0.0,1,0.009174311926605505,4.415137614678899,30800.0,109.0,0.6372238363162376,-244.72000000000003,0,0,18.0,0.0,2.3673142857142855,1139.27
53,Male,Motor,569.6,Broker,84,0,2009.22,1820.48,21.0,2.0,0.0,1,0.023809523809523808,6.780952380952381,30188.800000000003,168.0,0.9060630493425309,-1250.88,1,0,42.0,0.0,3.5274227528089885,1004.61
64,Male,Motor,2435.15,Online,53,0,16206.85,0.0,66.5,2.0,1.0,1,0.03773584905660377,45.946226415094344,155849.6,106.0,0.0,2435.15,1,0,133.0,0.5,6.655380572038683,8103.425
39,Female,Health,467.47,Bank,12,0,3423.51,2222.1,31.0,1.0,0.0,1,0.08333333333333333,38.95583333333334,18231.33,12.0,0.6490706906070085,-1754.6299999999999,1,0,31.0,0.0,7.323485999101547,3423.51
51,Male,Motor,746.25,Direct,62,0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.036290322580646,38058.75,0.0,0.0,746.25,0,1,0.0,0.0,0.0,0.0
64,Female,Health,1517.42,Online,96,0,2299.22,1804.76,12.0,2.0,0.0,1,0.020833333333333332,15.806458333333333,97114.88,192.0,0.7849444594253704,-287.3399999999999,0,0,24.0,0.0,1.5152166176800093,1149.61
25,Male,Motor,1564.43,Broker,66,0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.703484848484848,39110.75,0.0,0.0,1564.43,0,1,0.0,0.0,0.0,0.0
57,Male,Motor,469.54,Broker,86,0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.459767441860465,26763.780000000002,0.0,0.0,469.54,0,1,0.0,0.0,0.0,0.0
66,Male,Motor,2004.92,Broker,105,0,2615.37,0.0,1.0,1.0,1.0,1,0.009523809523809525,19.09447619047619,132324.72,105.0,0.0,2004.92,0,1,1.0,1.0,1.3044759890668953,2615.37
61,Female,Property,1984.49,Online,48,1,18578.35,0.0,51.666666666666664,3.0,1.0,1,0.0625,41.34354166666667,121053.89,144.0,0.0,1984.49,1,0,155.0,0.3333333333333333,9.361775569541797,6192.783333333333
36,Male,Health,669.56,Online,40,0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.738999999999997,24104.159999999996,0.0,0.0,669.56,0,1,0.0,0.0,0.0,0.0
59,Female,Motor,792.8,Online,24,0,1702.96,1324.29,23.0,1.0,0.0,1,0.041666666666666664,33.03333333333333,46775.2,24.0,0.7776401089867054,-531.49,1,0,23.0,0.0,2.1480322906155402,1702.96
58,Male,Health,2351.17,Direct,50,0,737.2,626.23,36.0,1.0,0.0,1,0.02,47.0234,136367.86000000002,50.0,0.8494709712425393,1724.94,0,0,36.0,0.0,0.31354602176788576,737.2
54,Male,Motor,2081.61,Broker,95,0,1696.89,0.0,1.0,1.0,1.0,1,0.010526315789473684,21.911684210526317,112406.94,95.0,0.0,2081.61,0,1,1.0,1.0,0.8151815181518152,1696.89
23,Female,Property,1774.71,Online,68,0,2806.46,0.0,13.0,1.0,1.0,1,0.014705882352941176,26.098676470588234,40818.33,68.0,0.0,1774.71,0,0,13.0,1.0,1.581362588817328,2806.46
69,Female,Health,297.36,Direct,88,0,2683.18,0.0,28.0,1.0,0.0,1,0.011363636363636364,3.3790909090909094,20517.84,88.0,0.0,297.36,1,0,28.0,0.0,9.02333871401668,2683.18
43,Female,Motor,1103.83,Online,43,0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.67046511627907,47464.689999999995,0.0,0.0,1103.83,0,1,0.0,0.0,0.0,0.0
51,Female,Health,1442.32,Online,17,0,0.0,0.0,0.0,0.0,0.0,0,0.0,84.84235294117647,73558.31999999999,0.0,0.0,1442.32,0,1,0.0,0.0,0.0,0.0
73,Female,Motor,549.79,Online,104,0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.286442307692307,40134.67,0.0,0.0,549.79,0,1,0.0,0.0,0.0,0.0
62,Male,Property,1175.74,Bank,83,0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.1655421686747,72895.88,0.0,0.0,1175.74,0,1,0.0,0.0,0.0,0.0
23,Male,Motor,1542.46,Bank,104,0,6103.36,4418.66,25.333333333333332,3.0,1.0,1,0.028846153846153848,14.831346153846154,35476.58,312.0,0.7239717139411734,-2876.2,1,0,76.0,0.3333333333333333,3.9569000168561903,2034.4533333333331
54,Female,Health,885.7,Online,102,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.683333333333334,47827.8,0.0,0.0,885.7,0,1,0.0,0.0,0.0,0.0
74,Male,Motor,1974.27,Online,55,0,17935.63,0.0,40.333333333333336,3.0,1.0,1,0.05454545454545454,35.89581818181818,146095.98,165.0,0.0,1974.27,1,0,121.0,0.3333333333333333,9.084689530813922,5978.543333333334
50,Male,Health,2117.08,Broker,34,0,10427.04,3752.19,22.0,3.0,1.0,1,0.08823529411764706,62.26705882352941,105854.0,102.0,0.3598518850987432,-1635.1100000000001,1,0,66.0,0.3333333333333333,4.925198858805525,3475.6800000000003
70,Male,Health,876.66,Bank,111,0,15052.03,0.0,33.0,2.0,2.0,1,0.018018018018018018,7.897837837837837,61366.2,222.0,0.0,876.66,1,0,66.0,1.0,17.169746537996488,7526.015
39,Female,Health,2112.78,Direct,97,0,4847.79,3232.27,14.5,2.0,0.0,1,0.020618556701030927,21.781237113402064,82398.42000000001,194.0,0.666751241287267,-1119.4899999999998,0,0,29.0,0.0,2.294507710220657,2423.895
38,Male,Health,348.58,Broker,70,0,3001.45,2040.64,10.0,1.0,0.0,1,0.014285714285714285,4.9797142857142855,13246.039999999999,70.0,0.6798847223841811,-1692.0600000000002,0,0,10.0,0.0,8.610505479373458,3001.45
