claim_id,policy_id,claim_amount_requested,claim_amount_settled,settlement_time_days,claim_status,is_fraudulent
CLM-11028,POL-11128,3898.86,2925.95,34,Approved,0
CLM-11029,POL-11128,1231.93,0.0,24,Rejected,0
CLM-11030,POL-11130,1172.99,0.0,10,Rejected,0
CLM-11031,POL-11133,378.09,362.69,54,Approved,0
CLM-11032,POL-11133,12337.23,0.0,78,Rejected,1
CLM-11033,POL-11134,1677.57,0.0,17,Rejected,0
CLM-11034,POL-11136,1114.84,810.1,23,Approved,0
CLM-11035,POL-11140,3677.22,0.0,12,Pending,0
CLM-11036,POL-11141,3757.83,0.0,4,Pending,0
CLM-11037,POL-11143,3925.28,2845.55,3,Approved,0
CLM-11038,POL-11143,10081.15,0.0,50,Pending,1
CLM-11039,POL-11144,508.12,422.92,26,Approved,0
CLM-11040,POL-11145,4510.82,3763.9,1,Approved,0
CLM-11041,POL-11146,1665.93,0.0,39,Pending,0
CLM-11042,POL-11146,3860.39,0.0,9,Rejected,0
CLM-11043,POL-11147,4921.54,0.0,21,Rejected,0
CLM-11044,POL-11147,3152.27,0.0,36,Pending,0
CLM-11045,POL-11148,3691.01,0.0,15,Rejected,0
CLM-11046,POL-11149,1459.98,0.0,38,Pending,0
CLM-11047,POL-11150,547.46,503.43,14,Approved,0
CLM-11048,POL-11151,645.69,459.4,32,Approved,0
CLM-11049,POL-11152,2453.55,1785.34,4,Approved,0
CLM-11050,POL-11153,3342.38,2922.7,1,Approved,0
CLM-11051,POL-11153,10619.78,0.0,85,Rejected,1
CLM-11052,POL-11154,1139.27,725.97,18,Approved,0
CLM-11053,POL-11155,1617.69,1549.89,34,Approved,0
CLM-11054,POL-11155,391.53,270.59,8,Approved,0
CLM-11055,POL-11156,2867.29,0.0,43,Rejected,0
CLM-11056,POL-11156,13339.56,0.0,90,Pending,1
CLM-11057,POL-11157,3423.51,2222.1,31,Approved,0
CLM-11058,POL-11159,506.15,460.7,5,Approved,0
CLM-11059,POL-11159,1793.07,1344.06,19,Approved,0
CLM-11060,POL-11162,2615.37,0.0,1,Rejected,0
CLM-11061,POL-11163,11661.58,0.0,89,Rejected,1
CLM-11062,POL-11163,2012.73,0.0,14,Pending,0
CLM-11063,POL-11163,4904.04,0.0,52,Pending,0
CLM-11064,POL-11165,1702.96,1324.29,23,Approved,0
CLM-11065,POL-11166,737.2,626.23,36,Approved,0
CLM-11066,POL-11167,1696.89,0.0,1,Rejected,0
CLM-11067,POL-11168,2806.46,0.0,13,Rejected,0
CLM-11068,POL-11169,2683.18,0.0,28,Pending,0
CLM-11069,POL-11174,2523.92,2000.36,29,Approved,0
CLM-11070,POL-11174,3329.66,2418.3,20,Approved,0
CLM-11071,POL-11174,249.78,0.0,27,Rejected,0
CLM-11072,POL-11176,924.04,0.0,8,Pending,0
CLM-11073,POL-11176,14382.67,0.0,72,Rejected,1
CLM-11074,POL-11176,2628.92,0.0,41,Pending,0
CLM-11075,POL-11177,2401.71,0.0,28,Pending,0
CLM-11076,POL-11177,3668.62,0.0,18,Rejected,0
CLM-11077,POL-11177,4356.71,3752.19,20,Approved,0
CLM-11078,POL-11178,3641.68,0.0,18,Rejected,0
CLM-11079,POL-11178,11410.35,0.0,48,Rejected,1
CLM-11080,POL-11179,377.55,353.27,16,Approved,0
CLM-11081,POL-11179,4470.24,2879.0,13,Approved,0
CLM-11082,POL-11180,3001.45,2040.64,10,Approved,0
CLM-11083,POL-11182,3045.44,0.0,18,Pending,0
CLM-11084,POL-11185,3550.34,3388.52,28,Approved,0
CLM-11085,POL-11188,3770.97,2859.8,29,Approved,0
CLM-11086,POL-11190,1446.06,960.78,1,Approved,0
CLM-11087,POL-11192,1367.51,0.0,57,Pending,0
CLM-11088,POL-11193,4190.83,3767.91,24,Approved,0
CLM-11089,POL-11193,720.03,432.09,4,Approved,0
CLM-11090,POL-11193,4015.49,0.0,16,Rejected,0
CLM-11091,POL-11199,2670.68,2006.21,25,Approved,0
CLM-11092,POL-11200,1000.05,0.0,48,Pending,0
CLM-11093,POL-11200,900.0,555.07,29,Approved,0
CLM-11094,POL-11200,3795.81,3279.34,14,Approved,0
CLM-11095,POL-11201,2154.94,1765.41,31,Approved,0
CLM-11096,POL-11202,1937.83,1489.08,9,Approved,0
CLM-11097,POL-11204,4539.82,0.0,28,Rejected,0
CLM-11098,POL-11205,3896.95,0.0,31,Rejected,0
CLM-11099,POL-11207,3905.47,2903.19,25,Approved,0
CLM-11100,POL-11207,3913.09,0.0,29,Pending,0
CLM-11101,POL-11208,2522.7,1620.25,13,Approved,0
CLM-11102,POL-11209,4092.24,0.0,11,Pending,0
CLM-11103,POL-11210,3734.85,0.0,11,Rejected,0
CLM-11104,POL-11215,2815.65,2638.06,18,Approved,0
CLM-11105,POL-11216,2980.94,2398.82,40,Approved,0
CLM-11106,POL-11219,1279.03,893.55,43,Approved,0
CLM-11107,POL-11220,2136.83,0.0,40,Pending,0
CLM-11108,POL-11221,233.46,0.0,24,Pending,0
CLM-11109,POL-11222,3546.49,3200.37,32,Approved,0
CLM-11110,POL-11223,2622.48,2196.01,21,Approved,0
CLM-11111,POL-11224,1763.97,1351.34,23,Approved,0
CLM-11112,POL-11224,1102.73,1066.63,10,Approved,0
CLM-11113,POL-11225,2568.24,2232.45,15,Approved,0
CLM-11114,POL-11226,1026.53,723.92,24,Approved,0
CLM-11115,POL-11227,3997.63,0.0,28,Rejected,0
CLM-11116,POL-11230,4006.05,3173.33,21,Approved,0
CLM-11117,POL-11230,283.35,251.43,19,Approved,0
CLM-11118,POL-11230,4915.63,2969.85,3,Approved,0
CLM-11119,POL-11232,1693.46,0.0,19,Pending,0
CLM-11120,POL-11232,204.88,170.55,16,Approved,0
CLM-11121,POL-11234,1304.59,853.11,1,Approved,0
CLM-11122,POL-11235,3894.3,2371.25,8,Approved,0
CLM-11123,POL-11235,4848.32,3258.22,4,Approved,0
CLM-11124,POL-11236,2390.97,1875.63,8,Approved,0
CLM-11125,POL-11242,3486.73,2829.7,21,Approved,0
CLM-11126,POL-11243,3530.85,0.0,25,Rejected,0
CLM-11127,POL-11243,3273.43,2773.61,7,Approved,0
CLM-11128,POL-11244,1211.0,1122.94,38,Approved,0
CLM-11129,POL-11245,3097.16,2452.85,44,Approved,0
CLM-11130,POL-11245,229.54,0.0,19,Rejected,0
CLM-11131,POL-11246,1157.15,0.0,27,Rejected,0
CLM-11132,POL-11247,1833.14,1579.08,35,Approved,0
CLM-11133,POL-11248,6940.72,0.0,69,Pending,1
CLM-11134,POL-11248,1037.97,880.26,20,Approved,0
CLM-11135,POL-11248,2412.49,1874.59,13,Approved,0
CLM-11136,POL-11249,13146.87,0.0,70,Rejected,1
CLM-11137,POL-11249,4352.82,4060.43,26,Approved,0
CLM-11138,POL-11250,4424.53,0.0,45,Rejected,0
CLM-11139,POL-11251,687.0,0.0,17,Pending,0
CLM-11140,POL-11251,2466.46,1572.97,5,Approved,0
CLM-11141,POL-11252,2015.8,0.0,26,Rejected,0
CLM-11142,POL-11253,1961.02,0.0,21,Rejected,0
CLM-11143,POL-11253,3220.88,2374.45,39,Approved,0
CLM-11144,POL-11253,769.55,537.32,27,Approved,0
CLM-11145,POL-11257,2903.35,2561.98,29,Approved,0
CLM-11146,POL-11258,1679.76,1581.56,42,Approved,0
CLM-11147,POL-11258,201.92,0.0,32,Pending,0
CLM-11148,POL-11258,3209.03,2459.19,26,Approved,0
CLM-11149,POL-11259,3351.43,2534.33,18,Approved,0
CLM-11150,POL-11259,2176.63,2086.28,29,Approved,0
CLM-11151,POL-11260,4235.43,0.0,36,Pending,0
CLM-11152,POL-11261,2286.76,1563.73,1,Approved,0
CLM-11153,POL-11263,1140.94,894.58,31,Approved,0
CLM-11154,POL-11264,369.13,273.06,40,Approved,0
CLM-11155,POL-11265,2770.36,2718.53,21,Approved,0
CLM-11156,POL-11267,4261.37,0.0,21,Pending,0
CLM-11157,POL-11268,2176.76,1612.27,8,Approved,0
CLM-11158,POL-11268,3640.2,0.0,15,Rejected,0
CLM-11159,POL-11268,3579.34,0.0,38,Pending,0
CLM-11160,POL-11269,965.33,802.0,19,Approved,0
CLM-11161,POL-11270,477.09,307.88,4,Approved,0
CLM-11162,POL-11272,3330.52,2232.05,22,Approved,0
CLM-11163,POL-11272,1305.53,0.0,12,Rejected,0
CLM-11164,POL-11272,724.47,555.04,36,Approved,0
CLM-11165,POL-11273,1247.2,0.0,12,Pending,0
CLM-11166,POL-11275,1933.84,1361.2,1,Approved,0
CLM-11167,POL-11277,1838.39,0.0,14,Pending,0
CLM-11168,POL-11278,1358.32,1354.24,30,Approved,0
CLM-11169,POL-11281,4306.55,4236.29,27,Approved,0
CLM-11170,POL-11282,8437.95,0.0,55,Rejected,1
CLM-11171,POL-11283,4772.46,3817.65,31,Approved,0
CLM-11172,POL-11285,472.84,0.0,1,Rejected,0
CLM-11173,POL-11289,3660.27,0.0,1,Pending,0
CLM-11174,POL-11290,1001.66,869.57,22,Approved,0
CLM-11175,POL-11291,1944.71,0.0,38,Pending,0
CLM-11176,POL-11293,2075.2,1926.1,1,Approved,0
CLM-11177,POL-11296,1262.85,1185.16,17,Approved,0
CLM-11178,POL-11296,484.76,308.37,23,Approved,0
CLM-11179,POL-11298,634.07,556.64,33,Approved,0
CLM-11180,POL-11299,3550.52,0.0,23,Rejected,0
CLM-11181,POL-11299,2734.09,1894.1,20,Approved,0
CLM-11182,POL-11300,1970.8,1712.25,57,Approved,0
CLM-11183,POL-11306,4803.23,3204.86,10,Approved,0
CLM-11184,POL-11307,1246.64,905.46,19,Approved,0
CLM-11185,POL-11309,1868.61,0.0,10,Rejected,0
CLM-11186,POL-11310,619.26,565.13,26,Approved,0
CLM-11187,POL-11313,3088.49,3048.74,60,Approved,0
CLM-11188,POL-11313,474.65,409.76,8,Approved,0
CLM-11189,POL-11314,4766.07,4162.34,12,Approved,0
CLM-11190,POL-11318,3721.2,0.0,4,Pending,0
CLM-11191,POL-11319,2868.79,0.0,22,Rejected,0
CLM-11192,POL-11320,1549.03,935.77,1,Approved,0
CLM-11193,POL-11321,4912.94,3704.67,46,Approved,0
CLM-11194,POL-11321,4300.59,4056.37,30,Approved,0
CLM-11195,POL-11322,2578.16,1810.8,17,Approved,0
CLM-11196,POL-11322,4298.68,2884.69,3,Approved,0
CLM-11197,POL-11323,4364.65,3571.89,34,Approved,0
CLM-11198,POL-11324,4282.39,0.0,23,Pending,0
CLM-11199,POL-11324,1836.78,1606.14,5,Approved,0
CLM-11200,POL-11325,3779.11,2764.15,34,Approved,0
CLM-11201,POL-11326,915.39,0.0,42,Rejected,0
CLM-11202,POL-11327,2379.53,0.0,28,Pending,0
CLM-11203,POL-11332,3066.81,3051.2,23,Approved,0
CLM-11204,POL-11333,1352.62,1091.03,32,Approved,0
CLM-11205,POL-11334,2489.99,2467.41,48,Approved,0
CLM-11206,POL-11336,2380.25,2210.91,13,Approved,0
CLM-11207,POL-11336,3762.13,0.0,18,Rejected,0
CLM-11208,POL-11336,3300.64,3279.38,1,Approved,0
CLM-11209,POL-11337,4329.65,4277.22,1,Approved,0
CLM-11210,POL-11339,2164.15,1865.7,38,Approved,0
CLM-11211,POL-11342,4235.5,0.0,28,Pending,0
CLM-11212,POL-11342,3034.9,2576.53,36,Approved,0
CLM-11213,POL-11342,4868.23,4778.79,31,Approved,0
CLM-11214,POL-11346,1335.18,0.0,1,Pending,0
CLM-11215,POL-11349,1437.12,993.33,26,Approved,0
CLM-11216,POL-11351,557.13,0.0,40,Rejected,0
CLM-11217,POL-11352,4117.37,3589.57,4,Approved,0
CLM-11218,POL-11358,2453.68,0.0,1,Rejected,0
CLM-11219,POL-11360,549.34,382.06,27,Approved,0
CLM-11220,POL-11361,1896.05,1183.09,68,Approved,0
CLM-11221,POL-11362,257.42,165.87,17,Approved,0
CLM-11222,POL-11363,1694.37,0.0,51,Pending,0
CLM-11223,POL-11365,3380.95,2523.24,15,Approved,0
CLM-11224,POL-11366,4005.89,3414.87,19,Approved,0
CLM-11225,POL-11367,1382.23,1306.31,30,Approved,0
CLM-11226,POL-11368,2037.16,1744.36,31,Approved,0
CLM-11227,POL-11370,1902.42,0.0,45,Rejected,1
CLM-11228,POL-11371,3395.79,0.0,30,Rejected,0
CLM-11229,POL-11372,4545.22,0.0,27,Rejected,0
CLM-11230,POL-11373,695.47,684.11,31,Approved,0
CLM-11231,POL-11374,2038.26,1798.52,23,Approved,0
CLM-11232,POL-11374,1194.34,725.4,23,Approved,0
CLM-11233,POL-11374,2147.11,0.0,31,Pending,0
CLM-11234,POL-11376,2680.5,2491.72,1,Approved,0
CLM-11235,POL-11377,3325.36,0.0,46,Rejected,0
CLM-11236,POL-11379,270.64,214.29,1,Approved,0
CLM-11237,POL-11379,2507.41,2374.05,23,Approved,0
CLM-11238,POL-11380,12598.57,0.0,49,Rejected,1
CLM-11239,POL-11380,901.41,616.33,30,Approved,0
CLM-11240,POL-11381,3430.12,2239.35,17,Approved,0
CLM-11241,POL-11382,1859.01,1780.39,8,Approved,0
CLM-11242,POL-11385,3059.04,2231.83,14,Approved,0
CLM-11243,POL-11386,3389.77,2119.63,53,Approved,0
CLM-11244,POL-11386,1255.39,0.0,28,Pending,0
CLM-11245,POL-11387,1569.81,1493.1,27,Approved,0
CLM-11246,POL-11389,1304.64,971.61,25,Approved,0
CLM-11247,POL-11389,2439.14,1842.3,29,Approved,0
CLM-11248,POL-11390,3041.55,2997.42,22,Approved,0
CLM-11249,POL-11390,2992.88,2662.82,1,Approved,0
CLM-11250,POL-11392,1817.78,1701.32,22,Approved,0
CLM-11251,POL-11392,4713.71,3390.99,40,Approved,0
CLM-11252,POL-11394,4448.61,0.0,39,Rejected,0
CLM-11253,POL-11395,4805.53,3950.04,7,Approved,0
CLM-11254,POL-11397,3618.72,3081.08,1,Approved,0
CLM-11255,POL-11398,4224.29,3858.76,16,Approved,0
CLM-11256,POL-11399,1621.01,1022.44,12,Approved,0
CLM-11257,POL-11399,4930.65,3742.58,12,Approved,0
CLM-11258,POL-11399,2098.43,0.0,42,Pending,0
CLM-11259,POL-11400,1210.08,1114.01,3,Approved,0
CLM-11260,POL-11400,9286.01,0.0,76,Rejected,1
CLM-11261,POL-11401,2008.71,0.0,35,Pending,0
CLM-11262,POL-11403,3521.66,2457.62,1,Approved,0
CLM-11263,POL-11403,5747.24,0.0,51,Rejected,1
CLM-11264,POL-11406,1412.23,1116.47,13,Approved,0
CLM-11265,POL-11407,3395.76,2625.81,38,Approved,0
CLM-11266,POL-11408,937.98,593.43,18,Approved,0
CLM-11267,POL-11408,286.19,220.74,37,Approved,0
CLM-11268,POL-11409,14567.29,0.0,90,Rejected,1
CLM-11269,POL-11410,3254.37,2890.01,20,Approved,0
CLM-11270,POL-11411,233.18,152.4,30,Approved,0
CLM-11271,POL-11413,2997.5,0.0,23,Pending,0
CLM-11272,POL-11413,2438.12,0.0,14,Rejected,0
CLM-11273,POL-11415,1810.38,1662.57,3,Approved,0
CLM-11274,POL-11419,857.38,0.0,11,Pending,0
CLM-11275,POL-11421,856.54,680.37,32,Approved,0
CLM-11276,POL-11421,2421.56,0.0,48,Rejected,0
CLM-11277,POL-11421,3641.46,2725.19,38,Approved,0
CLM-11278,POL-11422,3573.41,2170.93,1,Approved,0
CLM-11279,POL-11423,3678.19,3149.03,29,Approved,0
CLM-11280,POL-11424,377.18,261.02,4,Approved,0
CLM-11281,POL-11424,4728.62,4359.49,37,Approved,0
CLM-11282,POL-11425,10332.44,0.0,51,Rejected,1
CLM-11283,POL-11425,1889.52,1842.33,12,Approved,0
CLM-11284,POL-11427,1016.4,671.38,14,Approved,0
CLM-11285,POL-11427,2111.32,1656.94,24,Approved,0
CLM-11286,POL-11428,4264.74,3145.2,22,Approved,0
CLM-11287,POL-11429,4625.9,4293.58,6,Approved,0
CLM-11288,POL-11429,276.8,0.0,22,Pending,0
CLM-11289,POL-11430,980.74,764.21,48,Approved,0
CLM-11290,POL-11432,2315.15,1539.35,8,Approved,0
CLM-11291,POL-11435,2972.15,2462.49,32,Approved,0
CLM-11292,POL-11438,4031.2,3472.98,34,Approved,0
CLM-11293,POL-11441,853.03,676.16,6,Approved,0
CLM-11294,POL-11442,2220.42,0.0,38,Rejected,0
CLM-11295,POL-11442,3569.43,0.0,1,Pending,0
CLM-11296,POL-11443,11400.35,0.0,57,Rejected,1
CLM-11297,POL-11443,3625.74,0.0,13,Rejected,0
CLM-11298,POL-11445,4060.79,0.0,26,Pending,0
CLM-11299,POL-11446,3674.65,3341.35,1,Approved,0
CLM-11300,POL-11447,4559.35,4221.17,30,Approved,0
CLM-11301,POL-11448,1404.21,1130.31,21,Approved,0
CLM-11302,POL-11449,2291.06,0.0,38,Pending,0
CLM-11303,POL-11451,3115.68,2597.84,59,Approved,0
CLM-11304,POL-11451,3988.84,3082.56,22,Approved,0
CLM-11305,POL-11454,3437.44,2347.88,1,Approved,0
CLM-11306,POL-11455,4805.57,0.0,13,Pending,0
CLM-11307,POL-11457,3212.23,3104.34,1,Approved,0
CLM-11308,POL-11458,1444.73,1085.3,47,Approved,0
CLM-11309,POL-11459,3248.66,2226.51,1,Approved,0
CLM-11310,POL-11461,851.88,756.71,29,Approved,0
CLM-11311,POL-11462,3695.31,0.0,16,Pending,0
CLM-11312,POL-11464,4249.83,3490.58,35,Approved,0
CLM-11313,POL-11465,1848.4,0.0,33,Rejected,0
CLM-11314,POL-11466,3794.24,2596.35,43,Approved,0
CLM-11315,POL-11466,2522.02,2056.96,19,Approved,0
CLM-11316,POL-11467,1551.56,1186.44,40,Approved,0
CLM-11317,POL-11468,2055.98,1380.23,43,Approved,0
CLM-11318,POL-11469,3591.59,3507.09,25,Approved,0
CLM-11319,POL-11473,4029.93,3524.9,6,Approved,0
CLM-11320,POL-11474,2851.66,2073.81,17,Approved,0
CLM-11321,POL-11474,1737.76,1470.44,26,Approved,0
CLM-11322,POL-11474,8746.94,0.0,60,Rejected,1
CLM-11323,POL-11477,4625.58,3003.32,1,Approved,0
CLM-11324,POL-11480,1522.32,1183.81,10,Approved,0
CLM-11325,POL-11480,1321.98,0.0,46,Pending,0
CLM-11326,POL-11480,4117.25,3747.15,21,Approved,0
CLM-11327,POL-11483,3038.51,2434.16,1,Approved,0
CLM-11328,POL-11483,4224.46,2677.24,22,Approved,0
CLM-11329,POL-11484,3135.27,0.0,30,Rejected,0
CLM-11330,POL-11485,4045.42,3337.45,8,Approved,0
CLM-11331,POL-11485,4272.15,3988.57,40,Approved,0
CLM-11332,POL-11486,14159.96,0.0,77,Rejected,1
CLM-11333,POL-11487,3034.87,0.0,19,Rejected,0
CLM-11334,POL-11487,3694.31,2240.03,10,Approved,0
CLM-11335,POL-11488,1487.74,986.38,28,Approved,0
CLM-11336,POL-11489,1260.17,0.0,44,Pending,0
CLM-11337,POL-11490,1789.56,0.0,48,Rejected,0
CLM-11338,POL-11491,3305.86,0.0,28,Pending,0
CLM-11339,POL-11493,1001.18,926.92,21,Approved,0
CLM-11340,POL-11494,3487.97,0.0,21,Pending,0
CLM-11341,POL-11494,4604.61,0.0,6,Rejected,0
CLM-11342,POL-11495,4087.87,2812.07,3,Approved,0
CLM-11343,POL-11497,3794.7,2942.27,29,Approved,0
CLM-11344,POL-11500,1875.16,0.0,1,Pending,0
CLM-11345,POL-11502,1165.75,0.0,28,Rejected,0
CLM-11346,POL-11506,3732.83,0.0,54,Rejected,1
CLM-11347,POL-11508,2890.85,0.0,58,Rejected,0
CLM-11348,POL-11509,4125.24,0.0,49,Rejected,1
CLM-11349,POL-11510,1868.53,0.0,32,Rejected,0
CLM-11350,POL-11510,466.81,408.48,18,Approved,0
CLM-11351,POL-11511,4598.49,0.0,11,Rejected,0
CLM-11352,POL-11512,3471.58,3303.06,23,Approved,0
CLM-11353,POL-11514,323.27,227.57,19,Approved,0
CLM-11354,POL-11514,4695.81,3687.07,18,Approved,0
CLM-11355,POL-11517,240.36,171.67,32,Approved,0
CLM-11356,POL-11517,2661.63,2489.45,29,Approved,0
CLM-11357,POL-11517,578.31,0.0,23,Pending,0
CLM-11358,POL-11518,653.57,545.02,1,Approved,0
CLM-11359,POL-11519,393.51,258.02,6,Approved,0
CLM-11360,POL-11519,2806.42,0.0,14,Pending,0
CLM-11361,POL-11519,3501.35,3206.95,32,Approved,0
CLM-11362,POL-11521,505.46,349.62,19,Approved,0
CLM-11363,POL-11521,2233.65,1634.22,32,Approved,0
CLM-11364,POL-11522,1186.55,1001.31,43,Approved,0
CLM-11365,POL-11522,4156.85,3926.15,1,Approved,0
CLM-11366,POL-11524,2866.16,2789.59,22,Approved,0
CLM-11367,POL-11525,3666.46,3013.2,19,Approved,0
CLM-11368,POL-11527,4845.62,0.0,7,Rejected,0
CLM-11369,POL-11528,976.34,0.0,7,Rejected,0
CLM-11370,POL-11528,4273.54,3936.18,1,Approved,0
CLM-11371,POL-11530,3671.08,0.0,27,Rejected,0
CLM-11372,POL-11533,1865.6,1429.57,1,Approved,0
CLM-11373,POL-11533,578.91,572.32,3,Approved,0
CLM-11374,POL-11534,437.52,0.0,2,Pending,0
CLM-11375,POL-11534,2618.64,2611.57,29,Approved,0
CLM-11376,POL-11535,4688.52,3986.09,1,Approved,0
CLM-11377,POL-11536,941.78,0.0,23,Rejected,0
CLM-11378,POL-11537,14160.43,0.0,73,Rejected,1
CLM-11379,POL-11537,4849.12,3089.55,29,Approved,0
CLM-11380,POL-11538,777.11,657.97,35,Approved,0
CLM-11381,POL-11539,880.29,708.66,9,Approved,0
CLM-11382,POL-11541,4486.82,3696.21,23,Approved,0
CLM-11383,POL-11543,4352.82,0.0,14,Rejected,0
CLM-11384,POL-11545,873.58,572.16,20,Approved,0
CLM-11385,POL-11548,3232.62,1961.92,37,Approved,0
CLM-11386,POL-11551,358.85,0.0,21,Rejected,0
CLM-11387,POL-11551,4545.46,0.0,7,Rejected,0
CLM-11388,POL-11553,4009.71,0.0,1,Pending,0
CLM-11389,POL-11555,3637.04,2959.18,45,Approved,0
CLM-11390,POL-11555,4138.68,0.0,24,Pending,0
CLM-11391,POL-11556,4899.6,0.0,26,Rejected,0
CLM-11392,POL-11557,2827.93,0.0,9,Pending,0
CLM-11393,POL-11558,3601.27,2217.07,11,Approved,0
CLM-11394,POL-11559,1416.49,953.12,14,Approved,0
CLM-11395,POL-11559,4293.14,3837.85,25,Approved,0
CLM-11396,POL-11560,3585.74,2347.35,26,Approved,0
CLM-11397,POL-11561,2617.8,1761.08,16,Approved,0
CLM-11398,POL-11563,2910.26,0.0,18,Pending,0
CLM-11399,POL-11564,814.67,704.33,2,Approved,0
CLM-11400,POL-11564,1290.19,1158.82,22,Approved,0
CLM-11401,POL-11566,7123.04,0.0,61,Rejected,1
CLM-11402,POL-11566,1530.71,1261.57,20,Approved,0
CLM-11403,POL-11567,3164.62,2272.66,1,Approved,0
CLM-11404,POL-11568,2001.14,1354.81,21,Approved,0
CLM-11405,POL-11568,3073.28,2018.29,5,Approved,0
CLM-11406,POL-11568,950.89,0.0,11,Pending,0
CLM-11407,POL-11569,1313.42,0.0,28,Pending,0
CLM-11408,POL-11570,4935.97,3899.8,1,Approved,0
CLM-11409,POL-11571,1425.68,970.79,16,Approved,0
CLM-11410,POL-11574,1832.63,0.0,27,Pending,0
CLM-11411,POL-11575,470.83,0.0,27,Pending,0
CLM-11412,POL-11576,3455.97,2830.99,29,Approved,0
CLM-11413,POL-11576,3926.92,2732.2,6,Approved,0
CLM-11414,POL-11577,3605.25,2608.42,35,Approved,0
CLM-11415,POL-11578,1848.16,0.0,36,Pending,0
CLM-11416,POL-11579,2264.14,0.0,1,Pending,0
CLM-11417,POL-11581,2892.43,2774.01,6,Approved,0
CLM-11418,POL-11583,707.07,0.0,13,Pending,0
CLM-11419,POL-11584,3906.16,3516.63,20,Approved,0
CLM-11420,POL-11585,4068.59,4051.9,27,Approved,0
CLM-11421,POL-11585,1691.69,1400.5,31,Approved,0
CLM-11422,POL-11586,353.59,0.0,21,Rejected,0
CLM-11423,POL-11587,2685.15,1782.29,17,Approved,0
CLM-11424,POL-11588,1087.47,0.0,25,Pending,0
CLM-11425,POL-11588,3026.7,2762.99,28,Approved,0
CLM-11426,POL-11591,504.5,497.38,43,Approved,0
CLM-11427,POL-11594,568.07,472.98,27,Approved,0
CLM-11428,POL-11595,4754.99,3542.07,27,Approved,0
CLM-11429,POL-11595,1663.72,1132.53,5,Approved,0
CLM-11430,POL-11596,1972.64,1472.5,22,Approved,0
CLM-11431,POL-11596,1322.17,1017.12,19,Approved,0
CLM-11432,POL-11597,3340.58,2391.84,1,Approved,0
CLM-11433,POL-11598,1479.52,988.67,8,Approved,0
CLM-11434,POL-11600,557.13,443.56,22,Approved,0
CLM-11435,POL-11601,4901.65,0.0,20,Rejected,0
CLM-11436,POL-11603,2706.09,1644.61,8,Approved,0
CLM-11437,POL-11603,2402.91,1630.32,19,Approved,0
CLM-11438,POL-11604,1542.12,0.0,27,Rejected,0
CLM-11439,POL-11605,3430.4,2628.68,1,Approved,0
CLM-11440,POL-11606,2916.78,2164.55,8,Approved,0
CLM-11441,POL-11606,3295.23,2864.9,20,Approved,0
CLM-11442,POL-11607,3861.69,2509.96,1,Approved,0
CLM-11443,POL-11609,2160.05,1326.25,46,Approved,0
CLM-11444,POL-11612,710.52,610.53,3,Approved,0
CLM-11445,POL-11613,2285.1,0.0,14,Pending,0
CLM-11446,POL-11613,1982.76,1441.62,25,Approved,0
CLM-11447,POL-11613,2948.28,2122.12,9,Approved,0
CLM-11448,POL-11614,1233.79,869.82,2,Approved,0
CLM-11449,POL-11615,3531.5,3374.76,27,Approved,0
CLM-11450,POL-11617,3297.87,2189.45,21,Approved,0
CLM-11451,POL-11620,3958.09,3688.27,9,Approved,0
CLM-11452,POL-11620,3581.45,2245.33,28,Approved,0
CLM-11453,POL-11622,7200.99,0.0,87,Rejected,1
CLM-11454,POL-11623,1691.84,1385.59,31,Approved,0
CLM-11455,POL-11624,2863.45,0.0,27,Rejected,0
CLM-11456,POL-11625,3450.61,3158.6,1,Approved,0
CLM-11457,POL-11627,1748.88,0.0,27,Rejected,0
CLM-11458,POL-11627,4910.89,3307.97,44,Approved,0
CLM-11459,POL-11629,654.69,452.17,10,Approved,0
CLM-11460,POL-11629,3536.29,2680.7,31,Approved,0
CLM-11461,POL-11629,750.82,510.2,20,Approved,0
CLM-11462,POL-11630,1533.1,1400.46,27,Approved,0
CLM-11463,POL-11631,1034.74,922.11,9,Approved,0
CLM-11464,POL-11632,3984.89,2643.71,18,Approved,0
CLM-11465,POL-11635,339.16,301.94,30,Approved,0
CLM-11466,POL-11635,1094.82,657.93,6,Approved,0
CLM-11467,POL-11637,2476.59,1627.16,33,Approved,0
CLM-11468,POL-11639,4979.73,2998.86,20,Approved,0
CLM-11469,POL-11641,4966.93,4153.62,25,Approved,0
CLM-11470,POL-11641,2780.87,2464.58,9,Approved,0
CLM-11471,POL-11642,4323.49,0.0,12,Pending,0
CLM-11472,POL-11645,4602.44,2999.45,13,Approved,0
CLM-11473,POL-11646,913.29,0.0,27,Rejected,0
CLM-11474,POL-11647,1706.8,1479.67,10,Approved,0
CLM-11475,POL-11649,949.95,0.0,12,Rejected,0
CLM-11476,POL-11649,3681.97,0.0,38,Pending,0
CLM-11477,POL-11649,4002.1,2994.49,10,Approved,0
CLM-11478,POL-11650,4619.36,3205.88,26,Approved,0
CLM-11479,POL-11651,574.95,449.33,30,Approved,0
CLM-11480,POL-11651,3813.59,2839.15,17,Approved,0
CLM-11481,POL-11651,3444.81,2648.18,35,Approved,0
CLM-11482,POL-11652,3580.46,0.0,21,Pending,0
CLM-11483,POL-11653,697.49,0.0,25,Pending,0
CLM-11484,POL-11654,1536.61,0.0,47,Rejected,0
