customer_id,age,gender,policy_id,policy_type,premium_amount,sales_channel,tenure_months,is_churned
CUST-11015,34,Male,POL-11015,Motor,2361.6,Direct,48,0
CUST-11016,22,Male,POL-11016,Property,2075.41,Bank,27,1
CUST-11017,46,Female,POL-11017,Health,200.73,Direct,72,0
CUST-11018,21,Female,POL-11018,Motor,1230.6,Direct,33,0
CUST-11019,27,Female,POL-11019,Motor,1055.09,Bank,76,1
CUST-11020,73,Female,POL-11020,Motor,844.35,Broker,35,0
CUST-11021,34,Female,POL-11021,Property,1183.21,Broker,98,0
CUST-11022,27,Male,POL-11022,Health,1022.07,Bank,16,0
CUST-11023,34,Male,POL-11023,Health,1137.6,Bank,36,0
CUST-11024,37,Female,POL-11024,Motor,2450.23,Direct,66,0
CUST-11025,41,Female,POL-11025,Health,312.72,Online,76,1
CUST-11026,22,Male,POL-11026,Motor,2313.35,Bank,91,1
CUST-11027,51,Male,POL-11027,Motor,1252.57,Online,56,1
CUST-11028,23,Male,POL-11028,Health,1596.98,Broker,17,0
CUST-11029,70,Male,POL-11029,Motor,2092.44,Broker,20,0
CUST-11030,19,Female,POL-11030,Property,965.11,Direct,85,0
CUST-11031,30,Male,POL-11031,Motor,1133.01,Bank,94,0
CUST-11032,60,Female,POL-11032,Health,1082.84,Bank,106,0
CUST-11033,60,Male,POL-11033,Motor,999.35,Bank,84,0
CUST-11034,65,Male,POL-11034,Health,2321.27,Bank,8,1
CUST-11035,28,Male,POL-11035,Motor,2089.43,Online,18,0
CUST-11036,68,Female,POL-11036,Motor,361.6,Direct,18,0
CUST-11037,64,Female,POL-11037,Property,359.5,Online,18,0
CUST-11038,74,Male,POL-11038,Motor,1126.89,Online,2,1
CUST-11039,40,Female,POL-11039,Property,336.78,Online,76,0
CUST-11040,72,Female,POL-11040,Property,1585.82,Broker,96,0
CUST-11041,33,Male,POL-11041,Motor,444.86,Bank,106,0
CUST-11042,48,Male,POL-11042,Motor,1353.7,Direct,72,0
CUST-11043,28,Female,POL-11043,Health,117.33,Direct,51,0
CUST-11044,71,Female,POL-11044,Property,859.83,Online,10,1
CUST-11045,33,Female,POL-11045,Property,1725.26,Online,75,0
CUST-11046,25,Male,POL-11046,Health,1261.69,Broker,14,0
CUST-11047,21,Male,POL-11047,Health,2447.85,Bank,26,0
CUST-11048,57,Female,POL-11048,Motor,2197.85,Broker,47,0
CUST-11049,21,Male,POL-11049,Property,961.77,Broker,30,1
CUST-11050,73,Male,POL-11050,Property,209.17,Direct,56,0
CUST-11051,42,Female,POL-11051,Motor,2129.5,Online,119,1
CUST-11052,20,Female,POL-11052,Motor,2286.96,Bank,42,1
CUST-11053,49,Male,POL-11053,Motor,2069.51,Bank,4,0
CUST-11054,20,Male,POL-11054,Motor,407.08,Bank,103,0
CUST-11055,44,Female,POL-11055,Property,2495.0,Broker,11,0
CUST-11056,46,Male,POL-11056,Motor,720.6,Broker,24,0
CUST-11057,49,Male,POL-11057,Motor,1838.09,Online,118,0
CUST-11058,67,Female,POL-11058,Motor,2279.28,Broker,86,0
CUST-11059,75,Female,POL-11059,Property,665.65,Bank,67,0
CUST-11060,68,Male,POL-11060,Health,2279.82,Online,37,0
CUST-11061,36,Male,POL-11061,Motor,842.76,Bank,2,0
CUST-11062,38,Male,POL-11062,Motor,2443.39,Broker,12,0
CUST-11063,22,Female,POL-11063,Property,775.02,Direct,21,0
CUST-11064,35,Male,POL-11064,Property,2388.25,Online,69,0
CUST-11065,45,Male,POL-11065,Motor,228.51,Broker,71,0
CUST-11066,59,Female,POL-11066,Motor,1802.25,Online,64,1
CUST-11067,39,Female,POL-11067,Motor,1377.07,Direct,68,0
CUST-11068,38,Male,POL-11068,Motor,1246.9,Direct,43,0
CUST-11069,23,Female,POL-11069,Health,636.39,Direct,54,0
CUST-11070,18,Female,POL-11070,Property,1793.43,Broker,105,1
CUST-11071,22,Male,POL-11071,Health,557.94,Online,100,0
CUST-11072,58,Female,POL-11072,Property,1426.82,Direct,62,0
CUST-11073,29,Female,POL-11073,Motor,707.79,Broker,86,0
CUST-11074,43,Male,POL-11074,Health,2393.49,Direct,93,0
CUST-11075,63,Female,POL-11075,Health,168.71,Broker,73,1
CUST-11076,51,Male,POL-11076,Motor,579.35,Direct,90,0
CUST-11077,66,Male,POL-11077,Motor,681.55,Broker,12,0
CUST-11078,31,Female,POL-11078,Health,1093.76,Online,112,0
CUST-11079,43,Female,POL-11079,Motor,658.55,Online,1,0
CUST-11080,62,Female,POL-11080,Motor,1279.24,Online,72,0
CUST-11081,44,Male,POL-11081,Health,2193.92,Bank,33,0
CUST-11082,26,Female,POL-11082,Property,1808.95,Direct,64,0
CUST-11083,43,Male,POL-11083,Health,1491.91,Online,116,0
CUST-11084,74,Female,POL-11084,Property,313.61,Bank,115,0
CUST-11085,64,Female,POL-11085,Motor,1765.58,Direct,68,1
CUST-11086,74,Female,POL-11086,Health,499.39,Online,14,0
CUST-11087,39,Male,POL-11087,Health,1987.28,Direct,119,0
CUST-11088,64,Female,POL-11088,Property,700.14,Direct,93,0
CUST-11089,73,Female,POL-11089,Motor,1100.92,Online,14,0
CUST-11090,47,Male,POL-11090,Health,941.13,Broker,9,1
CUST-11091,60,Male,POL-11091,Health,2161.15,Direct,73,0
CUST-11092,65,Female,POL-11092,Motor,403.71,Broker,26,0
CUST-11093,34,Female,POL-11093,Motor,1457.55,Direct,49,0
CUST-11094,43,Female,POL-11094,Motor,440.95,Broker,111,0
CUST-11095,53,Male,POL-11095,Motor,1791.51,Online,106,0
CUST-11096,18,Male,POL-11096,Property,2272.19,Online,17,1
CUST-11097,25,Male,POL-11097,Motor,1143.06,Online,105,1
CUST-11098,66,Male,POL-11098,Motor,1271.42,Direct,68,0
CUST-11099,52,Female,POL-11099,Health,2325.81,Bank,60,0
CUST-11100,69,Male,POL-11100,Motor,1350.38,Online,110,0
CUST-11101,32,Male,POL-11101,Health,1270.24,Direct,3,0
CUST-11102,64,Male,POL-11102,Motor,1487.99,Bank,93,0
CUST-11103,73,Female,POL-11103,Property,1754.15,Online,25,1
CUST-11104,39,Female,POL-11104,Property,356.52,Online,21,1
CUST-11105,31,Male,POL-11105,Property,2070.67,Broker,12,0
CUST-11106,43,Male,POL-11106,Motor,1145.21,Direct,54,0
CUST-11107,45,Female,POL-11107,Health,273.64,Bank,1,1
CUST-11108,40,Female,POL-11108,Motor,1986.84,Online,1,0
CUST-11109,31,Female,POL-11109,Motor,1004.68,Online,45,0
CUST-11110,41,Female,POL-11110,Motor,340.88,Online,46,0
CUST-11111,19,Female,POL-11111,Health,1621.07,Bank,48,1
CUST-11112,62,Female,POL-11112,Health,2212.32,Broker,7,0
CUST-11113,43,Female,POL-11113,Health,2230.61,Online,10,1
CUST-11114,31,Female,POL-11114,Motor,2398.39,Broker,15,0
CUST-11115,73,Male,POL-11115,Motor,2182.49,Online,40,0
CUST-11116,68,Male,POL-11116,Health,105.14,Online,11,1
CUST-11117,24,Male,POL-11117,Motor,1012.58,Broker,56,1
CUST-11118,20,Male,POL-11118,Health,2064.5,Online,46,0
CUST-11119,64,Male,POL-11119,Motor,979.01,Direct,45,0
CUST-11120,40,Male,POL-11120,Property,1543.72,Broker,87,0
CUST-11121,63,Female,POL-11121,Health,1555.16,Direct,13,0
CUST-11122,60,Female,POL-11122,Motor,976.06,Broker,27,0
CUST-11123,64,Male,POL-11123,Motor,2270.74,Direct,105,0
CUST-11124,62,Male,POL-11124,Health,1307.75,Direct,81,0
CUST-11125,35,Female,POL-11125,Property,1215.48,Online,50,0
CUST-11126,75,Female,POL-11126,Motor,2494.03,Online,61,0
CUST-11127,55,Female,POL-11127,Motor,1284.4,Online,115,0
CUST-11128,52,Male,POL-11128,Property,528.16,Broker,13,0
CUST-11129,68,Female,POL-11129,Health,1331.37,Bank,12,1
CUST-11130,32,Male,POL-11130,Motor,2053.64,Online,29,0
CUST-11131,42,Male,POL-11131,Health,1964.46,Broker,85,0
CUST-11132,72,Female,POL-11132,Motor,1992.6,Bank,84,0
CUST-11133,54,Female,POL-11133,Health,1799.26,Broker,20,0
CUST-11134,45,Male,POL-11134,Motor,710.12,Online,31,0
CUST-11135,27,Female,POL-11135,Property,2169.0,Direct,8,1
CUST-11136,56,Female,POL-11136,Health,2244.26,Direct,24,0
CUST-11137,74,Male,POL-11137,Health,565.97,Bank,75,0
CUST-11138,34,Female,POL-11138,Health,413.09,Direct,39,0
CUST-11139,56,Male,POL-11139,Property,2441.45,Broker,33,0
CUST-11140,39,Male,POL-11140,Property,2183.98,Bank,42,0
CUST-11141,43,Female,POL-11141,Health,2243.77,Bank,15,0
CUST-11142,61,Male,POL-11142,Health,2227.3,Online,68,0
CUST-11143,42,Male,POL-11143,Health,1400.05,Direct,65,0
CUST-11144,34,Female,POL-11144,Health,1651.36,Broker,32,0
CUST-11145,30,Female,POL-11145,Motor,1408.87,Online,11,1
CUST-11146,37,Female,POL-11146,Health,222.9,Broker,94,1
CUST-11147,42,Male,POL-11147,Motor,1889.21,Broker,37,0
CUST-11148,21,Male,POL-11148,Property,1312.8,Online,19,1
CUST-11149,27,Female,POL-11149,Motor,1654.5,Broker,51,0
CUST-11150,20,Male,POL-11150,Property,1306.34,Broker,100,1
CUST-11151,58,Female,POL-11151,Health,1280.35,Direct,34,0
CUST-11152,62,Female,POL-11152,Health,512.29,Broker,71,0
CUST-11153,35,Male,POL-11153,Health,768.91,Broker,60,0
CUST-11154,64,Female,POL-11154,Motor,481.25,Broker,109,0
CUST-11155,53,Male,POL-11155,Motor,569.6,Broker,84,0
CUST-11156,64,Male,POL-11156,Motor,2435.15,Online,53,0
CUST-11157,39,Female,POL-11157,Health,467.47,Bank,12,0
CUST-11158,51,Male,POL-11158,Motor,746.25,Direct,62,0
CUST-11159,64,Female,POL-11159,Health,1517.42,Online,96,0
CUST-11160,25,Male,POL-11160,Motor,1564.43,Broker,66,0
CUST-11161,57,Male,POL-11161,Motor,469.54,Broker,86,0
CUST-11162,66,Male,POL-11162,Motor,2004.92,Broker,105,0
CUST-11163,61,Female,POL-11163,Property,1984.49,Online,48,1
CUST-11164,36,Male,POL-11164,Health,669.56,Online,40,0
CUST-11165,59,Female,POL-11165,Motor,792.8,Online,24,0
CUST-11166,58,Male,POL-11166,Health,2351.17,Direct,50,0
CUST-11167,54,Male,POL-11167,Motor,2081.61,Broker,95,0
CUST-11168,23,Female,POL-11168,Property,1774.71,Online,68,0
CUST-11169,69,Female,POL-11169,Health,297.36,Direct,88,0
CUST-11170,43,Female,POL-11170,Motor,1103.83,Online,43,0
CUST-11171,51,Female,POL-11171,Health,1442.32,Online,17,0
CUST-11172,73,Female,POL-11172,Motor,549.79,Online,104,0
CUST-11173,62,Male,POL-11173,Property,1175.74,Bank,83,0
CUST-11174,23,Male,POL-11174,Motor,1542.46,Bank,104,0
CUST-11175,54,Female,POL-11175,Health,885.7,Online,102,0
CUST-11176,74,Male,POL-11176,Motor,1974.27,Online,55,0
CUST-11177,50,Male,POL-11177,Health,2117.08,Broker,34,0
CUST-11178,70,Male,POL-11178,Health,876.66,Bank,111,0
CUST-11179,39,Female,POL-11179,Health,2112.78,Direct,97,0
CUST-11180,38,Male,POL-11180,Health,348.58,Broker,70,0
CUST-11181,23,Male,POL-11181,Property,2110.55,Direct,60,1
CUST-11182,23,Male,POL-11182,Motor,466.6,Broker,51,1
CUST-11183,72,Female,POL-11183,Motor,299.03,Online,100,1
CUST-11184,65,Male,POL-11184,Motor,1640.26,Online,77,0
CUST-11185,21,Male,POL-11185,Property,1232.65,Direct,111,0
CUST-11186,47,Female,POL-11186,Motor,2278.94,Broker,73,0
CUST-11187,28,Female,POL-11187,Health,971.65,Bank,35,1
CUST-11188,47,Male,POL-11188,Health,789.17,Online,34,0
CUST-11189,48,Male,POL-11189,Motor,1301.76,Bank,16,0
CUST-11190,41,Female,POL-11190,Motor,1194.27,Direct,82,0
CUST-11191,72,Female,POL-11191,Motor,926.63,Online,18,1
CUST-11192,26,Female,POL-11192,Motor,1764.98,Direct,38,0
CUST-11193,72,Female,POL-11193,Motor,1922.95,Broker,114,0
CUST-11194,20,Female,POL-11194,Motor,2147.16,Broker,43,0
CUST-11195,68,Female,POL-11195,Property,2434.86,Direct,32,0
CUST-11196,48,Female,POL-11196,Property,739.97,Broker,7,0
CUST-11197,57,Male,POL-11197,Motor,1818.62,Bank,87,0
CUST-11198,54,Female,POL-11198,Motor,1046.22,Broker,87,0
CUST-11199,53,Female,POL-11199,Motor,1725.0,Direct,46,0
CUST-11200,41,Male,POL-11200,Health,1242.36,Direct,61,0
CUST-11201,48,Female,POL-11201,Property,2485.06,Direct,18,0
CUST-11202,23,Female,POL-11202,Motor,1849.37,Online,71,1
CUST-11203,19,Male,POL-11203,Motor,2385.98,Broker,106,1
CUST-11204,37,Female,POL-11204,Health,2103.93,Online,40,1
CUST-11205,45,Male,POL-11205,Health,2266.96,Direct,88,0
CUST-11206,28,Male,POL-11206,Motor,2054.61,Online,78,0
CUST-11207,21,Male,POL-11207,Health,1201.98,Online,50,0
CUST-11208,32,Male,POL-11208,Motor,704.29,Bank,5,0
CUST-11209,23,Female,POL-11209,Motor,988.77,Bank,110,1
CUST-11210,71,Male,POL-11210,Health,148.57,Online,54,0
CUST-11211,66,Male,POL-11211,Property,1357.58,Direct,86,0
CUST-11212,47,Female,POL-11212,Motor,1312.14,Online,58,0
CUST-11213,73,Male,POL-11213,Property,1360.6,Online,22,1
CUST-11214,55,Male,POL-11214,Motor,2437.67,Bank,74,0
CUST-11215,68,Male,POL-11215,Health,2287.49,Broker,90,1
CUST-11216,74,Male,POL-11216,Health,488.11,Direct,79,0
CUST-11217,19,Female,POL-11217,Property,985.32,Online,38,1
CUST-11218,32,Male,POL-11218,Property,1117.49,Direct,105,0
CUST-11219,28,Female,POL-11219,Motor,965.28,Direct,106,0
CUST-11220,25,Female,POL-11220,Property,2016.39,Direct,119,0
CUST-11221,43,Male,POL-11221,Property,1357.69,Online,49,0
CUST-11222,68,Male,POL-11222,Health,1473.04,Bank,1,1
CUST-11223,62,Male,POL-11223,Motor,2147.23,Direct,78,1
CUST-11224,61,Male,POL-11224,Property,2034.23,Broker,36,0
CUST-11225,22,Female,POL-11225,Property,417.31,Broker,95,1
CUST-11226,23,Female,POL-11226,Motor,1813.4,Broker,28,0
CUST-11227,43,Female,POL-11227,Property,1145.05,Online,98,0
CUST-11228,71,Male,POL-11228,Motor,807.16,Online,35,0
CUST-11229,21,Female,POL-11229,Motor,220.05,Broker,60,0
CUST-11230,36,Male,POL-11230,Health,1269.4,Online,103,0
CUST-11231,37,Male,POL-11231,Health,953.05,Online,62,0
CUST-11232,50,Male,POL-11232,Health,703.63,Broker,87,0
CUST-11233,37,Male,POL-11233,Motor,1767.21,Direct,46,0
CUST-11234,66,Male,POL-11234,Property,1946.76,Bank,108,0
CUST-11235,29,Female,POL-11235,Motor,687.49,Direct,83,1
CUST-11236,64,Female,POL-11236,Motor,218.67,Online,82,0
CUST-11237,18,Male,POL-11237,Motor,2137.01,Direct,79,1
CUST-11238,43,Female,POL-11238,Health,123.9,Online,61,0
CUST-11239,31,Male,POL-11239,Property,2349.07,Online,65,1
CUST-11240,55,Male,POL-11240,Health,1606.29,Online,89,0
CUST-11241,54,Male,POL-11241,Property,872.43,Bank,26,0
CUST-11242,28,Female,POL-11242,Motor,691.55,Bank,35,0
CUST-11243,53,Male,POL-11243,Health,121.61,Online,57,0
CUST-11244,30,Male,POL-11244,Health,665.13,Broker,79,0
CUST-11245,60,Female,POL-11245,Health,430.55,Direct,63,0
CUST-11246,20,Female,POL-11246,Motor,1569.2,Online,4,1
CUST-11247,50,Female,POL-11247,Health,499.71,Online,79,1
CUST-11248,23,Male,POL-11248,Health,1368.71,Broker,42,0
CUST-11249,67,Male,POL-11249,Health,1516.28,Broker,102,0
CUST-11250,73,Female,POL-11250,Health,815.3,Online,45,0
CUST-11251,27,Male,POL-11251,Motor,184.16,Broker,39,0
CUST-11252,22,Female,POL-11252,Health,189.41,Direct,118,0
CUST-11253,40,Female,POL-11253,Motor,163.23,Online,65,0
CUST-11254,27,Male,POL-11254,Property,1873.9,Online,22,0
CUST-11255,61,Male,POL-11255,Health,863.22,Broker,11,1
CUST-11256,19,Female,POL-11256,Motor,2011.12,Broker,110,0
CUST-11257,30,Female,POL-11257,Property,1136.16,Broker,102,0
CUST-11258,57,Female,POL-11258,Health,1187.2,Broker,37,1
CUST-11259,19,Female,POL-11259,Motor,1330.92,Online,115,0
CUST-11260,37,Male,POL-11260,Health,1811.28,Online,90,1
CUST-11261,18,Female,POL-11261,Motor,756.41,Broker,51,0
CUST-11262,54,Female,POL-11262,Property,391.81,Broker,91,0
CUST-11263,26,Female,POL-11263,Property,1434.54,Broker,58,0
CUST-11264,34,Male,POL-11264,Property,884.75,Bank,77,0
CUST-11265,26,Male,POL-11265,Health,1161.98,Direct,7,0
CUST-11266,28,Female,POL-11266,Health,1652.67,Bank,8,1
CUST-11267,32,Male,POL-11267,Health,1285.9,Bank,110,0
CUST-11268,41,Male,POL-11268,Motor,1588.67,Online,51,0
CUST-11269,55,Male,POL-11269,Health,1406.08,Online,115,0
CUST-11270,72,Female,POL-11270,Health,1875.51,Broker,23,1
CUST-11271,52,Female,POL-11271,Motor,1794.25,Online,90,0
CUST-11272,47,Male,POL-11272,Motor,1382.06,Broker,108,0
CUST-11273,48,Female,POL-11273,Property,1729.37,Bank,119,0
CUST-11274,66,Female,POL-11274,Property,2196.54,Broker,91,0
CUST-11275,22,Male,POL-11275,Motor,1137.45,Online,9,1
CUST-11276,61,Male,POL-11276,Motor,1090.63,Broker,46,0
CUST-11277,67,Female,POL-11277,Motor,1934.19,Bank,38,0
CUST-11278,31,Male,POL-11278,Property,1498.13,Direct,111,0
CUST-11279,70,Female,POL-11279,Motor,270.42,Online,13,0
CUST-11280,73,Female,POL-11280,Health,2241.07,Direct,7,1
CUST-11281,28,Male,POL-11281,Motor,173.88,Direct,11,0
CUST-11282,26,Female,POL-11282,Health,1896.15,Online,74,1
CUST-11283,51,Female,POL-11283,Motor,1921.11,Bank,97,0
CUST-11284,29,Male,POL-11284,Health,2387.47,Broker,103,1
CUST-11285,52,Male,POL-11285,Motor,229.92,Bank,50,0
CUST-11286,52,Male,POL-11286,Health,1532.46,Online,119,1
CUST-11287,18,Female,POL-11287,Motor,1126.82,Bank,67,0
CUST-11288,57,Male,POL-11288,Health,893.52,Direct,41,0
CUST-11289,39,Male,POL-11289,Property,316.76,Direct,29,1
CUST-11290,46,Male,POL-11290,Motor,1450.37,Bank,37,0
CUST-11291,25,Male,POL-11291,Property,1249.7,Direct,119,0
CUST-11292,28,Female,POL-11292,Health,350.93,Online,56,0
CUST-11293,58,Female,POL-11293,Motor,1569.97,Broker,109,1
CUST-11294,54,Male,POL-11294,Motor,1871.09,Broker,80,0
CUST-11295,31,Female,POL-11295,Motor,1941.47,Online,16,1
CUST-11296,47,Male,POL-11296,Health,2272.9,Online,44,0
CUST-11297,52,Male,POL-11297,Health,1082.73,Online,50,0
CUST-11298,38,Female,POL-11298,Motor,2387.37,Broker,107,0
CUST-11299,54,Female,POL-11299,Health,2177.03,Direct,113,0
CUST-11300,22,Male,POL-11300,Property,811.6,Direct,71,0
CUST-11301,36,Male,POL-11301,Property,482.28,Direct,79,0
CUST-11302,31,Female,POL-11302,Health,1144.93,Bank,102,0
CUST-11303,43,Male,POL-11303,Property,1064.56,Online,6,1
CUST-11304,21,Female,POL-11304,Health,1481.73,Broker,18,1
CUST-11305,42,Male,POL-11305,Motor,1500.13,Bank,19,0
CUST-11306,62,Male,POL-11306,Property,1899.97,Direct,116,0
CUST-11307,59,Female,POL-11307,Health,1323.74,Online,51,0
CUST-11308,42,Female,POL-11308,Health,351.57,Broker,66,0
CUST-11309,35,Female,POL-11309,Health,2159.9,Online,3,0
CUST-11310,57,Female,POL-11310,Property,843.43,Broker,110,0
CUST-11311,25,Female,POL-11311,Property,2431.11,Direct,118,0
CUST-11312,56,Female,POL-11312,Motor,382.86,Broker,89,0
CUST-11313,57,Female,POL-11313,Motor,2399.8,Broker,100,0
CUST-11314,31,Male,POL-11314,Health,318.43,Broker,54,0
CUST-11315,49,Male,POL-11315,Health,654.49,Broker,49,0
CUST-11316,68,Male,POL-11316,Motor,211.79,Broker,28,0
CUST-11317,55,Female,POL-11317,Health,1792.27,Online,38,0
CUST-11318,50,Female,POL-11318,Health,2140.72,Broker,28,0
CUST-11319,40,Female,POL-11319,Motor,1141.77,Online,32,0
CUST-11320,32,Male,POL-11320,Motor,2328.45,Broker,115,0
CUST-11321,50,Female,POL-11321,Motor,1516.72,Bank,41,0
CUST-11322,42,Female,POL-11322,Property,1612.02,Bank,36,1
CUST-11323,34,Male,POL-11323,Motor,2129.01,Broker,103,0
CUST-11324,50,Female,POL-11324,Motor,812.32,Online,36,1
CUST-11325,64,Male,POL-11325,Health,950.24,Broker,107,0
CUST-11326,72,Male,POL-11326,Motor,2274.28,Bank,118,0
CUST-11327,19,Female,POL-11327,Motor,2262.31,Online,87,1
CUST-11328,31,Female,POL-11328,Motor,2443.56,Broker,66,0
CUST-11329,70,Female,POL-11329,Health,2264.41,Direct,10,0
CUST-11330,57,Male,POL-11330,Health,405.69,Broker,70,0
CUST-11331,57,Male,POL-11331,Motor,2076.94,Direct,72,0
CUST-11332,68,Male,POL-11332,Motor,1083.61,Online,79,0
CUST-11333,56,Female,POL-11333,Property,2477.92,Direct,109,0
CUST-11334,68,Female,POL-11334,Motor,1233.47,Direct,93,0
CUST-11335,23,Female,POL-11335,Motor,1429.21,Broker,63,0
CUST-11336,23,Female,POL-11336,Motor,1371.46,Broker,92,0
CUST-11337,20,Male,POL-11337,Health,872.17,Broker,22,0
CUST-11338,24,Male,POL-11338,Health,280.05,Bank,98,0
CUST-11339,68,Male,POL-11339,Motor,2249.56,Broker,20,0
CUST-11340,25,Male,POL-11340,Health,2026.42,Online,33,1
CUST-11341,59,Female,POL-11341,Motor,434.86,Direct,15,1
CUST-11342,69,Female,POL-11342,Motor,1964.24,Broker,7,0
CUST-11343,32,Female,POL-11343,Health,1602.03,Online,88,0
CUST-11344,64,Male,POL-11344,Motor,1081.95,Direct,90,0
CUST-11345,46,Male,POL-11345,Health,709.65,Direct,50,0
CUST-11346,50,Female,POL-11346,Motor,2163.35,Online,10,0
CUST-11347,69,Female,POL-11347,Health,1780.45,Direct,79,0
CUST-11348,47,Male,POL-11348,Motor,1414.58,Direct,37,0
CUST-11349,56,Female,POL-11349,Property,1562.96,Online,59,0
CUST-11350,44,Male,POL-11350,Motor,318.56,Online,88,1
CUST-11351,53,Male,POL-11351,Property,1237.41,Broker,75,0
CUST-11352,46,Male,POL-11352,Motor,564.88,Direct,104,0
CUST-11353,55,Female,POL-11353,Health,600.12,Broker,63,0
CUST-11354,74,Female,POL-11354,Motor,1687.13,Broker,21,0
CUST-11355,50,Male,POL-11355,Property,2287.01,Online,104,1
CUST-11356,54,Female,POL-11356,Motor,1069.02,Bank,102,0
CUST-11357,44,Male,POL-11357,Motor,598.6,Bank,79,0
CUST-11358,72,Male,POL-11358,Health,1656.99,Broker,79,0
CUST-11359,50,Male,POL-11359,Motor,2190.85,Direct,37,0
CUST-11360,21,Male,POL-11360,Motor,1895.97,Online,45,0
CUST-11361,39,Female,POL-11361,Property,2185.02,Broker,14,0
CUST-11362,19,Male,POL-11362,Property,1387.73,Online,43,0
CUST-11363,27,Male,POL-11363,Motor,1904.5,Online,116,1
CUST-11364,22,Female,POL-11364,Property,436.15,Bank,85,1
CUST-11365,27,Male,POL-11365,Health,935.86,Broker,108,1
CUST-11366,50,Male,POL-11366,Motor,1034.92,Broker,84,0
CUST-11367,71,Female,POL-11367,Health,1327.11,Bank,33,0
CUST-11368,55,Female,POL-11368,Health,2329.78,Online,3,0
CUST-11369,30,Female,POL-11369,Property,2198.31,Bank,104,0
CUST-11370,48,Male,POL-11370,Motor,422.86,Broker,87,0
CUST-11371,64,Female,POL-11371,Health,514.7,Online,44,0
CUST-11372,53,Female,POL-11372,Motor,958.34,Online,111,0
CUST-11373,62,Male,POL-11373,Motor,797.79,Broker,87,0
CUST-11374,41,Male,POL-11374,Motor,1575.45,Online,91,0
CUST-11375,69,Male,POL-11375,Property,2266.66,Online,35,0
CUST-11376,73,Male,POL-11376,Property,2409.5,Broker,25,0
CUST-11377,32,Male,POL-11377,Health,1668.65,Broker,96,0
CUST-11378,46,Female,POL-11378,Health,2111.58,Online,86,0
CUST-11379,25,Female,POL-11379,Motor,1360.49,Direct,8,1
CUST-11380,22,Female,POL-11380,Motor,599.98,Bank,120,1
CUST-11381,46,Male,POL-11381,Motor,1359.25,Direct,115,0
CUST-11382,64,Male,POL-11382,Motor,1432.2,Broker,116,0
CUST-11383,21,Male,POL-11383,Health,1881.9,Bank,62,0
CUST-11384,29,Female,POL-11384,Health,627.72,Bank,102,1
CUST-11385,62,Female,POL-11385,Motor,983.94,Broker,18,0
CUST-11386,19,Male,POL-11386,Motor,973.67,Online,92,0
CUST-11387,44,Female,POL-11387,Motor,2402.66,Broker,28,0
CUST-11388,48,Male,POL-11388,Motor,1165.47,Broker,75,0
CUST-11389,68,Female,POL-11389,Property,1912.23,Broker,12,0
CUST-11390,68,Female,POL-11390,Health,1901.95,Broker,64,0
CUST-11391,53,Female,POL-11391,Property,737.31,Bank,119,0
CUST-11392,53,Male,POL-11392,Health,1472.49,Online,2,0
CUST-11393,43,Female,POL-11393,Motor,2246.33,Bank,59,0
CUST-11394,60,Female,POL-11394,Motor,1240.47,Online,37,0
CUST-11395,44,Male,POL-11395,Property,2368.28,Direct,4,1
CUST-11396,22,Female,POL-11396,Health,614.7,Online,41,1
CUST-11397,37,Male,POL-11397,Motor,277.98,Bank,45,0
CUST-11398,28,Male,POL-11398,Health,2239.49,Online,109,1
CUST-11399,27,Male,POL-11399,Health,2134.43,Online,111,0
CUST-11400,57,Male,POL-11400,Health,2482.22,Bank,34,0
CUST-11401,55,Male,POL-11401,Property,1730.54,Broker,87,0
CUST-11402,23,Female,POL-11402,Health,2348.05,Online,13,1
CUST-11403,25,Male,POL-11403,Health,2084.68,Bank,7,0
CUST-11404,40,Male,POL-11404,Motor,2126.62,Bank,32,0
CUST-11405,64,Male,POL-11405,Motor,1465.94,Broker,23,0
CUST-11406,43,Male,POL-11406,Motor,1017.68,Online,49,1
CUST-11407,63,Female,POL-11407,Motor,2342.94,Online,72,0
CUST-11408,60,Male,POL-11408,Health,1137.08,Broker,114,0
CUST-11409,29,Female,POL-11409,Health,1393.17,Online,111,0
CUST-11410,43,Male,POL-11410,Motor,1170.67,Broker,47,0
CUST-11411,30,Female,POL-11411,Property,1455.56,Direct,37,0
CUST-11412,57,Male,POL-11412,Motor,1229.21,Direct,98,0
CUST-11413,35,Male,POL-11413,Motor,215.12,Online,48,0
CUST-11414,42,Female,POL-11414,Motor,2216.92,Direct,29,0
CUST-11415,50,Male,POL-11415,Motor,1166.55,Direct,37,0
CUST-11416,64,Female,POL-11416,Motor,1513.46,Broker,23,0
CUST-11417,57,Male,POL-11417,Health,434.05,Broker,38,0
CUST-11418,60,Female,POL-11418,Motor,108.13,Broker,93,0
CUST-11419,29,Male,POL-11419,Property,688.7,Broker,44,0
CUST-11420,61,Male,POL-11420,Motor,1791.01,Online,5,0
CUST-11421,53,Female,POL-11421,Motor,338.07,Online,52,0
CUST-11422,65,Male,POL-11422,Motor,2281.33,Broker,40,0
CUST-11423,21,Male,POL-11423,Health,616.05,Broker,11,1
CUST-11424,22,Male,POL-11424,Motor,591.02,Online,78,0
CUST-11425,73,Male,POL-11425,Property,535.62,Direct,120,1
CUST-11426,54,Male,POL-11426,Health,133.56,Bank,113,0
